,0,1
0,-0.0638352,4.422204
1,2.988973,-2.8038785
2,2.933775,-2.598451
3,-2.6240644,2.8985188
4,0.25514063,-3.935819
5,-4.2806168,-0.076297134
6,-2.5945451,2.7394989
7,-2.7404726,-2.6992996
8,2.8932846,-2.8770688
9,-4.1258225,-0.00687915
10,-3.989909,-0.2207597
11,4.384173,0.05346226
12,3.8849132,-0.07639219
13,4.0917215,-0.13962187
14,-3.9590552,-0.008287062
15,-2.6466167,-2.7605002
16,3.930794,-0.0152910445
17,4.440357,-0.037957184
18,-0.34044054,-3.9189003
19,-4.03813,0.46286407
20,-0.3044476,3.8845272
21,2.6828747,2.5240512
22,0.17163202,4.3991747
23,-2.7593465,2.9968143
24,2.9233577,3.0777702
25,3.0434182,2.7933986
26,-2.8115726,-2.6263452
27,-4.0333095,0.01692154
28,0.06851822,-4.1148205
29,-2.8081172,-2.4690206
30,3.1115716,2.8625007
31,0.089632176,3.9087248
32,-4.111796,0.10387395
33,-3.120925,2.9783971
34,0.3859478,3.8120208
35,2.933092,2.6458592
36,3.9909647,0.13084197
37,2.518265,-2.7936554
38,-4.1639986,-0.11541398
39,-4.2301264,0.05125114
40,-0.16614065,-3.9604926
41,2.6829877,-2.889748
42,2.6366556,3.0291665
43,0.048591573,-3.901624
44,-4.2685056,0.028380778
45,-4.0692754,0.03919985
46,-2.813618,-2.7961798
47,2.982911,-2.5111604
48,-0.63155323,-3.9341452
49,-0.124774955,-3.9451032
50,-0.3173787,-3.755581
51,0.015031424,3.9175391
52,2.8944967,2.741273
53,3.9374962,-0.34702265
54,-0.017552834,4.0660634
55,3.9119394,-0.05194937
56,-0.016351981,-4.209449
57,-3.1728456,2.9590402
58,-4.0990825,-0.012253638
59,-0.13900475,3.9789093
60,-0.2897944,4.040594
61,0.1625311,-4.0318675
62,-2.6042254,-2.721702
63,-3.8776639,-0.015718842
64,-2.8464396,3.0436277
65,-2.7819796,2.7377956
66,0.011278467,4.087345
67,-0.07697854,3.8195605
68,2.6343286,2.665572
69,0.347597,3.8400779
70,4.0427594,0.19668931
71,-3.1495817,-2.9703763
72,-3.9762788,0.09164353
73,3.734244,-0.2500961
74,0.13523221,-3.8491933
75,3.1632953,2.761899
76,-2.855561,-2.7601435
77,0.08907035,-4.1823983
78,3.023185,2.813416
79,0.07003639,-3.921924
80,2.5716162,-2.8005111
81,0.040781446,3.5316908
82,-2.7853456,-2.8885756
83,-2.9942834,3.1396549
84,-0.19326586,4.158983
85,2.7084622,2.7705579
86,-3.9048011,0.21760592
87,-0.20456386,-4.118797
88,2.896279,2.5366845
89,0.0504176,-3.8466156
90,-2.9810457,2.6930346
91,3.0176942,-2.551613
92,0.0748796,-4.113081
93,0.23626807,-4.2863007
94,-0.25950444,4.212256
95,-3.8805225,0.008939001
96,2.7889667,-2.6306496
97,-4.0826855,0.7438741
98,-2.79806,2.5758271
99,2.625084,2.6766932
100,2.8533258,2.5428712
101,-2.9158943,-2.8749363
